Order_ID,Customer_ID,Order_Date,Unit_Price
67,CUST1141,5/23/2024,83.6
68,CUST2459,9/14/2024,496.26
69,CUST5147,3/6/2024,483.91
70,CUST3245,1/25/2024,351.72
71,CUST6730,12/29/2024,220.71
72,CUST4339,7/1/2024,198.52
73,CUST3669,5/15/2024,29.41
74,CUST5198,11/6/2024,458.64
75,CUST8926,6/8/2024,194.57
76,CUST5583,2/24/2024,343.25
77,CUST4662,2/24/2024,435.52
78,CUST3485,7/9/2024,307.34
79,CUST5924,8/30/2024,245.73
80,CUST3232,4/22/2024,216.14
81,CUST7688,5/15/2024,280.33
82,CUST5785,7/29/2024,191.69
83,CUST5671,5/30/2024,373.11
84,CUST7244,8/23/2024,453.49
85,CUST3506,10/22/2024,235.78
86,CUST4486,7/26/2024,436.34
87,CUST8961,5/30/2024,462.53
88,CUST1104,5/16/2024,192.98
89,CUST8800,3/22/2024,159.96
90,CUST7351,10/1/2024,33.65
91,CUST7216,7/14/2024,399.29
92,CUST9675,4/7/2024,198.68
93,CUST6765,8/24/2024,177.26
94,CUST4225,3/5/2024,285.08
95,CUST4649,7/31/2024,233.17
96,CUST8945,11/14/2024,21.8
97,CUST1548,12/23/2024,325.7
98,CUST3717,11/23/2024,385.08
99,CUST1528,8/4/2024,307.69
100,CUST7817,12/28/2024,203.82
101,CUST8976,3/15/2024,204.17
102,CUST6222,10/6/2024,207.52
103,CUST8363,6/22/2024,484.73
104,CUST2744,5/16/2024,169.4
105,CUST3169,5/24/2024,290.59
106,CUST2598,2/8/2024,383.84
107,CUST4947,9/20/2024,131.09
108,CUST2651,8/9/2024,194.32
109,CUST1461,6/7/2024,88.23
110,CUST9782,10/27/2024,195.52
111,CUST8253,12/4/2024,322.98
112,CUST4895,8/1/2024,245.02
113,CUST7990,6/19/2024,216.46
114,CUST2911,3/3/2024,184.83
115,CUST3234,12/16/2024,106.8
116,CUST4120,12/2/2024,79.31
117,CUST7995,7/29/2024,260.54
118,CUST2438,12/6/2024,447.78
119,CUST8107,8/23/2024,454.31
120,CUST7284,6/29/2024,193.68
121,CUST3857,3/31/2024,401.68
122,CUST8555,10/29/2024,72.39
123,CUST8178,11/23/2024,485.25
124,CUST7400,12/24/2024,281.62
125,CUST5077,9/24/2024,257.8
126,CUST2986,6/2/2024,398.66
127,CUST1538,2/11/2024,347.5
128,CUST2395,1/19/2024,323.47
129,CUST6421,5/17/2024,329.62
130,CUST9886,2/24/2024,205.22
131,CUST3471,11/3/2024,405.84
132,CUST9482,6/19/2024,230.22
133,CUST5702,10/15/2024,24.32
134,CUST5894,10/30/2024,326.09
135,CUST4166,4/17/2024,66.57
136,CUST6712,8/4/2024,155.51
137,CUST1710,10/9/2024,194.77
138,CUST7758,1/10/2024,485.94
139,CUST3076,3/28/2024,362.4
140,CUST3573,5/8/2024,407.15
141,CUST6652,11/9/2024,12.53
142,CUST7288,5/9/2024,414.79
143,CUST3799,11/28/2024,291.48
144,CUST6941,11/9/2024,50.47
145,CUST2543,10/5/2024,217.59
146,CUST9948,2/8/2024,286.16
147,CUST7739,11/9/2024,126.77
148,CUST9217,10/25/2024,106.55
149,CUST5807,7/12/2024,402.04
150,CUST8400,2/20/2024,227.86
151,CUST6081,10/20/2024,469.2
152,CUST8380,2/21/2024,455.81
153,CUST6245,7/31/2024,496.99
154,CUST1126,2/29/2024,69.63
155,CUST6441,12/10/2024,333.11
156,CUST5652,2/15/2024,373.86
157,CUST2327,9/24/2024,134.45
158,CUST5171,11/26/2024,377.44
159,CUST7305,6/8/2024,208.42
160,CUST6927,7/13/2024,95.98
161,CUST4350,6/14/2024,195.14
162,CUST1493,7/8/2024,90.5
163,CUST8149,1/28/2024,112.29
164,CUST5062,10/13/2024,20.53
165,CUST2897,7/12/2024,270.99
166,CUST8349,10/30/2024,46.77
167,CUST8754,1/27/2024,132.39
168,CUST5388,3/28/2024,141.5
169,CUST5938,9/21/2024,239.73
170,CUST6179,8/13/2024,19.48
171,CUST2983,5/4/2024,239.26
172,CUST3989,10/19/2024,364.97
173,CUST5395,12/23/2024,252.31
174,CUST1693,3/2/2024,60.8
175,CUST8627,12/6/2024,175.88
176,CUST9309,12/30/2024,430.67
177,CUST5250,11/17/2024,444.83
178,CUST8690,12/23/2024,460.84
179,CUST8362,5/17/2024,245.53
180,CUST7618,4/12/2024,47.97
181,CUST4465,12/15/2024,64.9
182,CUST1017,1/1/2024,339.36
183,CUST2273,11/21/2024,339.15
184,CUST7838,1/23/2024,351.52
185,CUST8819,6/23/2024,459.56
186,CUST7271,10/4/2024,436.33
187,CUST1138,5/21/2024,387.86
188,CUST3089,9/2/2024,403.88
189,CUST7367,9/15/2024,462.76
190,CUST3714,11/1/2024,249.83
191,CUST3519,8/10/2024,130.86
192,CUST4560,12/3/2024,486.01
193,CUST9389,12/29/2024,421.9
194,CUST8354,1/20/2024,491.63
195,CUST1105,7/31/2024,275.97
196,CUST4247,12/29/2024,431.29
197,CUST8870,10/3/2024,311.29
198,CUST7153,8/15/2024,279.68
199,CUST3548,2/18/2024,98.89
200,CUST8488,10/13/2024,90.24
201,CUST4672,3/23/2024,227.56
202,CUST2015,5/13/2024,213.71
203,CUST8607,4/25/2024,365.98
204,CUST9243,8/23/2024,88.39
205,CUST6392,3/3/2024,220.63
206,CUST7189,5/26/2024,429.62
207,CUST3036,3/25/2024,96.63
208,CUST6790,9/9/2024,315.67
209,CUST2303,12/6/2024,120.04
210,CUST5697,1/28/2024,51.17
211,CUST7433,7/4/2024,427.6
212,CUST4516,6/3/2024,308.68
213,CUST1012,6/8/2024,311.98
214,CUST8996,2/29/2024,384.38
215,CUST6199,3/9/2024,107.41
216,CUST4295,9/27/2024,452.19
217,CUST7753,4/6/2024,107.33
218,CUST5977,12/6/2024,373.28
219,CUST6069,9/6/2024,135.77
220,CUST5365,5/14/2024,78.25
221,CUST4514,7/21/2024,382.81
222,CUST1692,4/9/2024,456.14
223,CUST2172,12/2/2024,19.88
224,CUST2076,6/19/2024,177.38
225,CUST8153,9/11/2024,23.13
226,CUST9443,3/15/2024,151.34
227,CUST6779,3/12/2024,241.64
228,CUST3122,7/8/2024,61.89
229,CUST7850,8/10/2024,180.78
230,CUST8462,7/6/2024,344.21
231,CUST2375,3/8/2024,149.89
232,CUST6139,7/31/2024,413.7
233,CUST4905,1/17/2024,363.52
234,CUST9274,12/5/2024,33.47
235,CUST6825,5/3/2024,434.84
236,CUST4150,11/9/2024,293.44
237,CUST1726,3/25/2024,488.21
238,CUST6197,8/30/2024,132.4
239,CUST4316,3/7/2024,219.61
240,CUST5736,2/14/2024,244.6
241,CUST3635,5/4/2024,91.35
242,CUST9193,2/1/2024,91.03
243,CUST7762,6/22/2024,356.38
244,CUST1036,9/22/2024,167.89
245,CUST1339,8/12/2024,223.98
246,CUST8229,9/24/2024,56.38
247,CUST6430,7/19/2024,206.64
248,CUST7311,2/2/2024,44.27
249,CUST7465,5/10/2024,225.88
250,CUST9443,3/15/2024,259.45
251,CUST6657,7/9/2024,306.87
252,CUST9916,4/26/2024,430.71
253,CUST5792,10/16/2024,67.75
254,CUST7701,1/8/2024,211.48
255,CUST5619,1/8/2024,37.22
256,CUST9219,4/27/2024,434.25
257,CUST1390,1/12/2024,395.99
258,CUST5952,6/11/2024,171.95
259,CUST5409,1/9/2024,109.39
260,CUST8172,12/27/2024,225.84
261,CUST6776,11/7/2024,235.25
262,CUST1463,3/13/2024,419.86
263,CUST4704,3/19/2024,91.46
264,CUST9192,8/9/2024,94
265,CUST8979,7/23/2024,440.33
266,CUST1662,1/9/2024,313.35
267,CUST6782,12/31/2024,434.13
268,CUST9173,5/4/2024,196.95
269,CUST1929,9/13/2024,105.28
270,CUST3308,8/29/2024,403.13
271,CUST9668,2/16/2024,264.17
272,CUST1127,6/21/2024,175.74
273,CUST1755,10/22/2024,41.22
274,CUST4723,1/6/2024,67.56
275,CUST7523,6/28/2024,355.8
276,CUST1566,4/14/2024,433.99
277,CUST5878,12/29/2024,35.78
278,CUST1055,7/11/2024,40.32
279,CUST8188,11/23/2024,166.83
280,CUST5855,6/22/2024,422.5
281,CUST7665,6/26/2024,323.07
282,CUST8252,3/4/2024,432.96
283,CUST9777,9/16/2024,155.89
284,CUST4168,8/14/2024,221.93
285,CUST8315,10/2/2024,182.72
286,CUST1097,9/21/2024,268.79
287,CUST2649,6/13/2024,272.77
288,CUST6895,4/27/2024,363.05
289,CUST4916,1/2/2024,126.29
290,CUST2744,7/4/2024,243.36
291,CUST1505,2/21/2024,180.39
292,CUST2166,11/5/2024,116.58
293,CUST3083,7/20/2024,32.14
294,CUST4198,4/24/2024,440.75
295,CUST1218,6/4/2024,289.32
296,CUST7528,10/2/2024,28.08
297,CUST3405,6/14/2024,266.79
298,CUST7013,6/11/2024,139.38
299,CUST4038,9/8/2024,397.07
300,CUST5574,2/25/2024,373.9
301,CUST1328,1/16/2024,452.82
302,CUST1627,10/14/2024,497.08
303,CUST3460,12/4/2024,322.9
304,CUST4505,3/4/2024,151.04
305,CUST7254,7/16/2024,419.67
306,CUST2807,2/25/2024,101.3
307,CUST3021,11/30/2024,308.69
308,CUST1017,1/14/2024,130.26
309,CUST2139,1/5/2024,151.87
310,CUST3706,11/22/2024,91.2
311,CUST9328,9/26/2024,105.1
312,CUST3314,3/8/2024,458.82
313,CUST5109,10/11/2024,82.73
314,CUST4776,5/27/2024,379.69
315,CUST5312,8/29/2024,440.08
316,CUST7798,9/5/2024,381.42
317,CUST3537,2/26/2024,308.2
318,CUST7985,10/26/2024,405.82
319,CUST1311,10/22/2024,45.99
320,CUST9802,2/23/2024,219.77
321,CUST9405,12/6/2024,489.63
322,CUST7801,6/23/2024,323.14
323,CUST1883,9/23/2024,185.52
324,CUST2689,6/18/2024,162.86
325,CUST7486,9/30/2024,464.95
326,CUST1994,7/7/2024,252.74
327,CUST5156,6/4/2024,139.59
328,CUST5241,11/18/2024,64.74
329,CUST2429,3/30/2024,295.63
330,CUST2547,6/23/2024,58.42
331,CUST8025,3/31/2024,486.54
332,CUST6780,1/2/2024,175.98
333,CUST1032,7/31/2024,455.86
334,CUST2933,4/14/2024,251.19
335,CUST9278,5/30/2024,319.85
336,CUST4421,4/24/2024,308.54
337,CUST1939,9/27/2024,456.25
338,CUST1202,10/24/2024,88.32
339,CUST2430,2/29/2024,145.61
340,CUST9214,10/18/2024,283.82
341,CUST6624,10/8/2024,16.96
342,CUST7535,7/23/2024,488.84
343,CUST1606,4/27/2024,23.61
344,CUST6060,11/30/2024,405.57
345,CUST3314,11/19/2024,130.73
346,CUST9432,2/13/2024,435.08
347,CUST6065,4/22/2024,408.83
348,CUST6365,1/19/2024,492.71
349,CUST3215,4/2/2024,302.49
350,CUST7354,7/19/2024,414.3
351,CUST6739,10/14/2024,94.12
352,CUST7615,7/31/2024,155.91
353,CUST1487,8/25/2024,167.45
354,CUST4424,4/16/2024,375.54
355,CUST3038,4/17/2024,209.46
356,CUST2205,1/13/2024,101.71
357,CUST1038,10/23/2024,423.28
358,CUST1447,5/22/2024,438.8
359,CUST2167,3/4/2024,135.77
360,CUST6665,5/20/2024,492.5
361,CUST5976,7/7/2024,179.44
362,CUST2996,7/29/2024,343.92
363,CUST2388,7/16/2024,172.52
364,CUST8837,11/13/2024,83.67
365,CUST8015,3/23/2024,217.67
366,CUST8201,10/30/2024,17.3
367,CUST9876,4/27/2024,432.89
368,CUST6960,8/13/2024,136.54
369,CUST6455,11/8/2024,496.15
370,CUST9401,7/8/2024,485.49
371,CUST7899,6/21/2024,295.54
372,CUST2627,5/27/2024,31.57
373,CUST2874,12/11/2024,310.66
374,CUST6913,3/11/2024,78.27
375,CUST6841,10/20/2024,477.26
376,CUST2894,3/31/2024,499.86
377,CUST7466,9/22/2024,300.48
378,CUST3469,6/15/2024,474.1
379,CUST6295,1/31/2024,32.28
380,CUST3508,12/21/2024,231.58
381,CUST5149,10/8/2024,184.79
382,CUST7584,8/18/2024,426.43
383,CUST6241,8/24/2024,277.59
384,CUST9648,10/29/2024,41.62
385,CUST5272,3/17/2024,278.83
386,CUST9779,10/30/2024,127.37
387,CUST5631,9/13/2024,485.63
388,CUST8040,8/9/2024,308.81
389,CUST8682,6/26/2024,473.95
390,CUST8685,4/3/2024,174.23
391,CUST9400,3/6/2024,48.27
392,CUST6768,9/29/2024,132.86
393,CUST2042,12/11/2024,492.65
394,CUST6434,6/23/2024,324.06
395,CUST9971,10/10/2024,138.39
396,CUST8915,5/12/2024,432.55
397,CUST2642,4/7/2024,62.95
398,CUST4157,12/7/2024,69.23
399,CUST3696,4/26/2024,387.43
400,CUST5581,3/21/2024,111.44
401,CUST6351,1/31/2024,422.75
402,CUST9289,5/27/2024,263.36
403,CUST3077,8/2/2024,394.01
404,CUST5073,6/10/2024,205.43
405,CUST7130,1/7/2024,149.76
406,CUST5890,8/2/2024,163.4
407,CUST8459,11/8/2024,407.43
408,CUST7492,5/29/2024,251.97
409,CUST6860,12/16/2024,20.31
410,CUST8945,1/27/2024,376.08
411,CUST7597,11/16/2024,426.28
412,CUST3122,4/9/2024,175.39
413,CUST6469,6/25/2024,233.19
414,CUST2728,8/5/2024,13.69
415,CUST6804,4/28/2024,440.93
416,CUST4901,9/17/2024,221.07
417,CUST5733,6/11/2024,88.4
418,CUST4856,9/20/2024,77.18
419,CUST1120,10/12/2024,46.24
420,CUST3317,6/7/2024,275.39
421,CUST8558,7/26/2024,129.97
422,CUST2883,10/7/2024,158.17
423,CUST3135,2/12/2024,78.09
424,CUST3983,1/27/2024,499.92
425,CUST3958,11/5/2024,247.27
426,CUST6776,10/19/2024,243.2
427,CUST1372,10/6/2024,256.82
428,CUST4099,9/17/2024,400.42
429,CUST8237,6/16/2024,332.73
430,CUST6457,7/5/2024,402.86
431,CUST9955,4/12/2024,344.34
432,CUST1174,5/6/2024,96.82
433,CUST6282,5/24/2024,266.1
434,CUST3043,9/27/2024,155.91
435,CUST8174,7/18/2024,304.32
436,CUST8354,1/4/2024,85.69
437,CUST5137,12/20/2024,425.11
438,CUST4578,2/17/2024,372.34
439,CUST5040,5/3/2024,488.17
440,CUST5471,11/1/2024,450.71
441,CUST2033,9/16/2024,349.74
442,CUST6370,3/2/2024,326.55
443,CUST2253,6/15/2024,77.97
444,CUST2646,3/13/2024,13.22
445,CUST3438,12/10/2024,167.47
446,CUST8951,1/22/2024,420.54
447,CUST8547,5/29/2024,421.34
448,CUST4712,2/2/2024,461.59
449,CUST7538,6/30/2024,354.32
450,CUST2416,4/13/2024,344.54
451,CUST6557,4/26/2024,158.57
452,CUST9202,9/21/2024,21.86
453,CUST4506,3/29/2024,429.21
454,CUST9470,5/19/2024,294.11
455,CUST9972,4/20/2024,30.3
456,CUST1186,5/11/2024,256.49
457,CUST5502,3/15/2024,145.7
458,CUST9044,4/22/2024,234.96
459,CUST9677,4/8/2024,22.93
460,CUST5521,4/15/2024,471.2
461,CUST9549,6/8/2024,226.72
462,CUST4915,4/4/2024,437.34
463,CUST6020,3/31/2024,203.39
464,CUST8914,5/27/2024,231.66
465,CUST6808,5/26/2024,459.07
466,CUST8265,5/19/2024,178.71
467,CUST3893,12/14/2024,108.62
468,CUST6202,8/16/2024,348.15
469,CUST5690,3/5/2024,496.1
470,CUST7390,7/28/2024,33.76
471,CUST2270,11/4/2024,20.22
472,CUST7035,2/5/2024,210.91
473,CUST9990,2/11/2024,466.79
474,CUST8675,1/10/2024,405.58
475,CUST3797,8/25/2024,234.55
476,CUST9922,5/24/2024,391.31
477,CUST7727,11/9/2024,343.43
478,CUST3490,10/22/2024,100.51
479,CUST7489,5/20/2024,100.99
480,CUST7325,9/23/2024,493.96
481,CUST5918,7/13/2024,183.93
482,CUST1459,9/30/2024,113.67
483,CUST8874,9/26/2024,461.5
484,CUST5869,5/28/2024,35.53
485,CUST4536,7/1/2024,181.09
486,CUST2655,8/10/2024,214.82
487,CUST4507,5/7/2024,220.53
488,CUST5792,8/22/2024,98.52
489,CUST2525,12/19/2024,255.27
490,CUST8610,10/31/2024,406.79
491,CUST5329,5/2/2024,329.53
492,CUST7553,11/30/2024,470.87
493,CUST6006,1/21/2024,161.63
494,CUST2872,10/20/2024,121.29
495,CUST4670,12/23/2024,87.1
496,CUST8971,1/22/2024,486.92
497,CUST5901,12/22/2024,196.68
498,CUST3035,9/24/2024,106.15
499,CUST5177,3/2/2024,109.17
500,CUST2352,11/11/2024,298.51
501,CUST9242,8/13/2024,269.89
502,CUST1898,7/26/2024,481.1
503,CUST3859,10/6/2024,397.57
504,CUST3123,2/14/2024,220.23
505,CUST3568,5/3/2024,492.28
506,CUST5256,8/9/2024,187.68
507,CUST5870,9/5/2024,392.52
508,CUST1605,8/7/2024,307.17
509,CUST9570,4/11/2024,56.98
510,CUST6678,10/23/2024,218.6
511,CUST7431,10/26/2024,200.37
512,CUST6465,10/7/2024,300.46
513,CUST8612,7/7/2024,15.27
514,CUST3291,11/29/2024,24.92
515,CUST8558,2/1/2024,100.91
516,CUST6772,3/1/2024,369.38
517,CUST3400,12/13/2024,218.42
518,CUST6064,5/22/2024,136.62
519,CUST8394,4/16/2024,95.01
520,CUST7058,3/27/2024,168.58
521,CUST2842,4/9/2024,386.13
522,CUST6900,2/14/2024,118.98
523,CUST4353,5/9/2024,129.25
524,CUST3090,8/7/2024,185.7
525,CUST9706,10/6/2024,217.9
526,CUST9891,3/15/2024,70.65
527,CUST1563,2/29/2024,186.62
528,CUST6392,5/31/2024,63.89
529,CUST1869,9/1/2024,77.75
530,CUST7995,5/25/2024,449.13
531,CUST8544,2/1/2024,191.13
532,CUST1815,6/10/2024,87.37
533,CUST3872,3/27/2024,423.54
534,CUST3158,6/11/2024,256.67
535,CUST2231,6/7/2024,46.64
536,CUST8588,4/27/2024,284.97
537,CUST9402,11/20/2024,462.58
538,CUST5507,3/4/2024,441.7
539,CUST7479,6/6/2024,230.01
540,CUST7297,5/29/2024,416.45
541,CUST1901,10/14/2024,427.33
542,CUST9225,3/27/2024,22.52
543,CUST2359,12/16/2024,67.01
544,CUST8261,6/22/2024,229.38
545,CUST1166,11/11/2024,370.68
546,CUST2157,3/16/2024,287.59
547,CUST5417,6/10/2024,119.67
548,CUST2441,1/6/2024,237.9
549,CUST2029,12/8/2024,415.44
550,CUST5323,12/3/2024,460.47
551,CUST4124,2/15/2024,223.41
552,CUST3557,7/21/2024,191.32
553,CUST7716,10/22/2024,174.24
554,CUST1340,7/13/2024,20.13
555,CUST6346,8/15/2024,114.36
556,CUST7646,11/7/2024,239.25
557,CUST7852,10/23/2024,29.19
558,CUST1116,8/12/2024,303.44
559,CUST9959,2/11/2024,145.82
560,CUST8596,10/23/2024,70.13
561,CUST2277,8/12/2024,194.02
562,CUST7612,8/10/2024,230.29
563,CUST4065,9/16/2024,411.72
564,CUST7989,7/21/2024,266.65
565,CUST9733,9/19/2024,149.72
566,CUST8685,8/18/2024,38.21
567,CUST2638,5/17/2024,372.74
568,CUST2605,7/19/2024,175.92
569,CUST9682,11/2/2024,438.44
570,CUST7761,8/29/2024,409.71
571,CUST7319,9/22/2024,293.64
572,CUST6171,4/19/2024,72.66
573,CUST3686,1/8/2024,282.15
574,CUST5432,9/29/2024,103.16
575,CUST1126,7/29/2024,340.86
576,CUST4422,4/14/2024,61.81
577,CUST9158,3/21/2024,493.21
578,CUST5980,11/27/2024,305.79
579,CUST5002,12/25/2024,364.08
580,CUST6164,8/4/2024,32.25
581,CUST3933,1/16/2024,356.11
582,CUST2647,7/10/2024,220.32
583,CUST6622,2/26/2024,354.74
584,CUST9986,6/4/2024,156.91
585,CUST2184,9/10/2024,93.92
586,CUST5741,5/3/2024,159.15
587,CUST6406,4/29/2024,138.06
588,CUST5034,9/1/2024,323.75
589,CUST2383,11/25/2024,97.41
590,CUST9307,3/21/2024,201.06
591,CUST9299,7/16/2024,464.64
592,CUST6734,4/5/2024,41.54
593,CUST5447,11/12/2024,106.41
594,CUST8919,8/5/2024,168.92
595,CUST3446,11/21/2024,49.27
596,CUST9775,8/4/2024,110.79
597,CUST7029,7/4/2024,147.86
598,CUST6500,11/2/2024,225.54
599,CUST4720,7/9/2024,363.21
600,CUST1138,3/14/2024,63.22
601,CUST5075,7/1/2024,353.39
602,CUST2798,4/20/2024,231.1
603,CUST8131,1/15/2024,299.44
604,CUST1602,7/16/2024,218.59
605,CUST6559,6/22/2024,440.3
606,CUST5639,10/29/2024,130.08
607,CUST6202,7/29/2024,184.39
608,CUST1936,8/3/2024,237.58
609,CUST1875,6/3/2024,38.39
610,CUST2447,2/10/2024,175.44
611,CUST3268,11/7/2024,76.25
612,CUST7730,4/30/2024,431.9
613,CUST5465,8/29/2024,125.16
614,CUST2728,1/31/2024,29.75
615,CUST8592,2/4/2024,416.21
616,CUST9776,6/3/2024,106.84
617,CUST4410,5/11/2024,29.06
618,CUST6899,1/24/2024,225.66
619,CUST2726,10/27/2024,432.65
620,CUST2465,5/18/2024,53.87
621,CUST4208,9/22/2024,146.32
622,CUST4206,1/8/2024,86.59
623,CUST5408,12/12/2024,303.57
624,CUST8293,12/1/2024,190.77
625,CUST1843,9/16/2024,218.03
626,CUST6559,9/7/2024,309.61
627,CUST2837,1/5/2024,444.22
628,CUST1567,8/7/2024,174.43
629,CUST1398,12/4/2024,330.95
630,CUST1820,5/5/2024,144.36
631,CUST4950,1/9/2024,472.14
632,CUST2638,6/29/2024,370.01
633,CUST8217,2/24/2024,447.81
634,CUST6087,2/13/2024,161.19
635,CUST9596,9/22/2024,350.71
636,CUST4273,4/5/2024,113.79
637,CUST1486,1/23/2024,476.9
638,CUST1355,5/2/2024,132.78
639,CUST9004,1/8/2024,361.04
640,CUST1910,1/15/2024,251.98
641,CUST8822,8/24/2024,149.2
642,CUST8726,7/20/2024,327.59
643,CUST9544,6/9/2024,112.67
644,CUST5526,5/16/2024,321.57
645,CUST8228,8/5/2024,10.47
646,CUST1513,3/12/2024,388.47
647,CUST8661,10/22/2024,390.85
648,CUST3147,7/12/2024,375.16
649,CUST6007,1/4/2024,366.42
650,CUST9109,12/5/2024,41.58
651,CUST4132,12/25/2024,62.23
652,CUST5906,11/8/2024,22.26
653,CUST1296,6/6/2024,306.41
654,CUST8486,9/30/2024,176.4
655,CUST8643,9/16/2024,168.94
656,CUST2564,4/30/2024,307.32
657,CUST9007,6/17/2024,73.99
658,CUST6625,11/2/2024,121.25
659,CUST2506,3/28/2024,99.91
660,CUST9402,1/3/2024,491.86
661,CUST7757,1/14/2024,475.58
662,CUST9742,5/26/2024,172
663,CUST6819,6/24/2024,89.57
664,CUST9800,7/9/2024,419.43
665,CUST2386,4/30/2024,450.58
666,CUST1674,8/14/2024,50.76
667,CUST2579,12/9/2024,485.12
668,CUST1545,11/5/2024,105.64
669,CUST4488,11/29/2024,104.89
670,CUST6942,3/6/2024,368.38
671,CUST9658,1/24/2024,352.47
672,CUST4547,1/24/2024,204.26
673,CUST1665,5/16/2024,261.2
674,CUST5560,9/17/2024,491.53
675,CUST4076,1/3/2024,370.31
676,CUST8939,3/13/2024,230
677,CUST9985,11/1/2024,162.63
678,CUST5090,1/15/2024,420.52
679,CUST8706,11/17/2024,224.03
680,CUST6274,10/25/2024,396.88
681,CUST9030,8/5/2024,338.1
682,CUST5005,4/10/2024,412.05
683,CUST9368,11/25/2024,214.09
684,CUST4543,2/18/2024,86.48
685,CUST6874,11/7/2024,102.69
686,CUST2976,3/7/2024,135.21
687,CUST5901,8/21/2024,406.57
688,CUST3641,4/10/2024,76.74
689,CUST6410,9/3/2024,463.73
690,CUST8992,9/20/2024,478.05
691,CUST8095,5/5/2024,283.36
692,CUST2855,6/10/2024,424.64
693,CUST7478,2/7/2024,304.01
694,CUST5700,6/20/2024,32.64
695,CUST4241,8/13/2024,388.31
696,CUST2792,12/14/2024,44.18
697,CUST5220,8/8/2024,30.13
698,CUST3069,3/2/2024,183.74
699,CUST2781,7/16/2024,420.48
700,CUST7827,7/21/2024,297.53
701,CUST2240,1/23/2024,83.46
702,CUST9270,7/14/2024,395.41
703,CUST2894,3/2/2024,372.77
704,CUST6769,5/16/2024,382.97
705,CUST6193,1/12/2024,218.52
706,CUST6643,10/23/2024,279.55
707,CUST3589,7/13/2024,252.65
708,CUST6099,3/2/2024,438.7
709,CUST6910,11/22/2024,71.34
710,CUST7487,9/11/2024,314.77
711,CUST9290,12/11/2024,86.62
712,CUST1252,1/17/2024,128.23
713,CUST3504,4/3/2024,233.91
714,CUST6254,9/25/2024,493.68
715,CUST2687,1/8/2024,492.86
716,CUST9776,4/30/2024,434.86
717,CUST4982,1/26/2024,41.31
718,CUST2634,6/17/2024,287.1
719,CUST7402,2/13/2024,13.74
720,CUST6261,4/7/2024,285.82
721,CUST8092,4/4/2024,293.42
722,CUST8125,5/15/2024,329.19
723,CUST7012,9/10/2024,222.89
724,CUST8217,7/5/2024,317.03
725,CUST3887,9/13/2024,275.41
726,CUST3223,3/24/2024,100.99
727,CUST7845,10/12/2024,452.86
728,CUST2990,11/2/2024,101.38
729,CUST6584,11/23/2024,365.22
730,CUST8481,11/2/2024,100.11
731,CUST2897,8/31/2024,127.56
732,CUST4535,12/12/2024,288.77
733,CUST4363,9/11/2024,380.88
734,CUST8378,1/24/2024,15.06
