Order_ID,Region,Product_Category,Customer_Segment
480,North,Beauty,Consumer
481,West,Home & Kitchen,Home Office
482,South,Beauty,Corporate
483,South,Sports,Home Office
484,East,Home & Kitchen,Corporate
485,North,Sports,Home Office
486,West,Home & Kitchen,Corporate
487,West,Beauty,Home Office
488,North,Sports,Corporate
489,South,Beauty,Home Office
490,East,Sports,Consumer
491,East,Clothing,Home Office
492,South,Electronics,Home Office
493,South,Beauty,Corporate
494,North,Clothing,Home Office
495,North,Beauty,Home Office
496,North,Electronics,Home Office
497,East,Sports,Corporate
498,South,Beauty,Consumer
499,North,Home & Kitchen,Home Office
500,South,Sports,Corporate
501,East,Beauty,Consumer
502,West,Clothing,Home Office
503,North,Electronics,Home Office
504,North,Beauty,Consumer
505,North,Home & Kitchen,Home Office
506,East,Clothing,Corporate
507,North,Electronics,Home Office
508,West,Clothing,Corporate
509,East,Home & Kitchen,Home Office
510,North,Home & Kitchen,Corporate
511,West,Electronics,Home Office
512,North,Sports,Corporate
513,East,Beauty,Home Office
514,North,Beauty,Consumer
515,East,Home & Kitchen,Corporate
516,West,Home & Kitchen,Home Office
517,East,Sports,Corporate
518,South,Electronics,Consumer
519,West,Beauty,Home Office
520,North,Beauty,Home Office
521,South,Sports,Home Office
522,West,Sports,Consumer
523,East,Clothing,Home Office
524,North,Electronics,Consumer
525,South,Electronics,Home Office
526,North,Electronics,Home Office
527,East,Beauty,Corporate
528,West,Sports,Corporate
529,East,Sports,Consumer
530,East,Sports,Corporate
531,South,Home & Kitchen,Corporate
532,East,Beauty,Home Office
533,South,Beauty,Home Office
534,West,Beauty,Home Office
535,North,Clothing,Consumer
536,East,Electronics,Corporate
537,North,Beauty,Corporate
538,South,Clothing,Corporate
539,South,Sports,Consumer
540,South,Beauty,Corporate
541,North,Sports,Consumer
542,East,Home & Kitchen,Home Office
543,North,Beauty,Corporate
544,West,Home & Kitchen,Home Office
545,South,Clothing,Home Office
546,South,Beauty,Consumer
547,West,Clothing,Consumer
548,West,Sports,Corporate
549,North,Home & Kitchen,Corporate
550,East,Electronics,Consumer
551,North,Beauty,Corporate
552,North,Electronics,Home Office
553,East,Electronics,Home Office
554,North,Clothing,Consumer
555,South,Home & Kitchen,Home Office
556,East,Home & Kitchen,Consumer
557,West,Clothing,Corporate
558,North,Beauty,Consumer
559,West,Sports,Home Office
560,West,Home & Kitchen,Home Office
561,West,Beauty,Home Office
562,South,Sports,Corporate
563,South,Clothing,Home Office
564,East,Electronics,Corporate
565,South,Sports,Home Office
566,West,Home & Kitchen,Consumer
567,West,Sports,Home Office
568,West,Clothing,Consumer
569,East,Sports,Consumer
570,East,Electronics,Corporate
571,South,Electronics,Home Office
572,East,Beauty,Home Office
573,South,Beauty,Corporate
574,North,Electronics,Corporate
575,East,Sports,Home Office
576,North,Beauty,Home Office
577,West,Clothing,Home Office
578,North,Clothing,Consumer
579,East,Home & Kitchen,Home Office
580,South,Beauty,Corporate
581,West,Beauty,Corporate
582,North,Sports,Home Office
583,West,Beauty,Home Office
584,South,Home & Kitchen,Consumer
585,East,Clothing,Corporate
586,East,Electronics,Consumer
587,East,Sports,Corporate
588,East,Electronics,Home Office
589,South,Beauty,Consumer
590,East,Sports,Consumer
591,East,Beauty,Corporate
592,North,Beauty,Consumer
593,West,Clothing,Corporate
594,East,Electronics,Consumer
595,South,Electronics,Home Office
596,South,Home & Kitchen,Consumer
597,South,Sports,Consumer
598,South,Beauty,Home Office
599,East,Sports,Home Office
600,North,Home & Kitchen,Consumer
601,West,Clothing,Corporate
602,West,Sports,Home Office
603,South,Clothing,Consumer
604,North,Home & Kitchen,Consumer
605,North,Beauty,Home Office
606,West,Sports,Corporate
607,West,Beauty,Consumer
608,South,Home & Kitchen,Home Office
609,West,Clothing,Corporate
610,North,Sports,Corporate
611,South,Home & Kitchen,Corporate
612,North,Home & Kitchen,Consumer
613,East,Clothing,Home Office
614,West,Clothing,Home Office
615,North,Beauty,Home Office
616,South,Sports,Corporate
617,East,Sports,Corporate
618,East,Electronics,Corporate
619,South,Sports,Consumer
620,West,Home & Kitchen,Corporate
621,West,Beauty,Consumer
622,North,Sports,Corporate
623,North,Sports,Home Office
624,North,Beauty,Home Office
625,West,Clothing,Home Office
626,South,Clothing,Home Office
627,West,Clothing,Consumer
628,South,Beauty,Consumer
629,East,Clothing,Corporate
630,North,Beauty,Corporate
631,South,Beauty,Home Office
632,South,Home & Kitchen,Consumer
633,West,Clothing,Corporate
634,West,Clothing,Home Office
635,East,Clothing,Home Office
636,South,Clothing,Home Office
637,South,Sports,Consumer
638,East,Beauty,Consumer
639,West,Sports,Corporate
640,North,Beauty,Corporate
641,West,Sports,Corporate
642,East,Electronics,Home Office
643,South,Beauty,Consumer
644,North,Clothing,Corporate
645,South,Clothing,Home Office
646,West,Clothing,Corporate
647,South,Home & Kitchen,Corporate
648,North,Sports,Consumer
649,North,Beauty,Home Office
650,North,Home & Kitchen,Home Office
651,North,Sports,Corporate
652,West,Beauty,Home Office
653,South,Beauty,Consumer
654,South,Electronics,Home Office
655,North,Clothing,Consumer
656,North,Electronics,Home Office
657,North,Sports,Consumer
658,South,Clothing,Consumer
659,East,Beauty,Home Office
660,West,Sports,Consumer
661,East,Beauty,Consumer
662,North,Electronics,Home Office
663,North,Home & Kitchen,Home Office
664,East,Electronics,Home Office
665,West,Electronics,Consumer
666,West,Beauty,Home Office
667,North,Home & Kitchen,Corporate
668,South,Electronics,Home Office
669,North,Beauty,Home Office
670,South,Beauty,Consumer
671,West,Clothing,Home Office
672,West,Home & Kitchen,Consumer
673,West,Sports,Consumer
674,West,Home & Kitchen,Home Office
675,East,Clothing,Corporate
676,South,Electronics,Home Office
677,East,Home & Kitchen,Home Office
678,East,Electronics,Corporate
679,East,Electronics,Home Office
680,South,Home & Kitchen,Home Office
681,East,Beauty,Corporate
682,South,Electronics,Home Office
683,North,Clothing,Consumer
684,North,Electronics,Corporate
685,West,Clothing,Corporate
686,East,Sports,Home Office
687,South,Electronics,Corporate
688,West,Beauty,Corporate
689,South,Home & Kitchen,Consumer
690,South,Home & Kitchen,Consumer
691,North,Electronics,Home Office
692,West,Sports,Consumer
693,West,Beauty,Home Office
694,East,Beauty,Home Office
695,North,Clothing,Corporate
696,West,Beauty,Corporate
697,East,Sports,Home Office
698,East,Home & Kitchen,Corporate
699,West,Home & Kitchen,Corporate
700,East,Home & Kitchen,Consumer
701,North,Beauty,Consumer
702,South,Clothing,Consumer
703,East,Beauty,Home Office
704,West,Beauty,Corporate
705,North,Clothing,Corporate
706,West,Sports,Corporate
707,West,Sports,Home Office
708,North,Electronics,Corporate
709,North,Clothing,Corporate
710,West,Sports,Consumer
711,East,Home & Kitchen,Home Office
712,East,Home & Kitchen,Consumer
713,North,Clothing,Home Office
714,West,Sports,Home Office
715,West,Clothing,Consumer
716,West,Clothing,Consumer
717,North,Home & Kitchen,Consumer
718,West,Clothing,Corporate
719,East,Clothing,Corporate
720,West,Electronics,Corporate
721,West,Clothing,Corporate
722,West,Sports,Corporate
723,East,Clothing,Home Office
724,South,Beauty,Corporate
725,West,Electronics,Home Office
726,South,Clothing,Home Office
727,East,Sports,Consumer
728,East,Electronics,Home Office
729,North,Sports,Consumer
730,West,Sports,Consumer
731,South,Sports,Corporate
732,East,Beauty,Home Office
733,South,Beauty,Consumer
734,South,Home & Kitchen,Consumer
735,North,Sports,Corporate
736,East,Clothing,Home Office
737,North,Clothing,Home Office
738,East,Electronics,Home Office
739,East,Sports,Corporate
740,East,Electronics,Consumer
741,North,Sports,Consumer
742,South,Beauty,Corporate
743,West,Beauty,Consumer
744,West,Clothing,Corporate
745,South,Home & Kitchen,Consumer
746,West,Clothing,Home Office
747,West,Electronics,Consumer
748,North,Home & Kitchen,Home Office
749,South,Clothing,Home Office
750,South,Beauty,Consumer
751,East,Clothing,Home Office
752,North,Clothing,Corporate
753,North,Electronics,Consumer
754,East,Beauty,Home Office
755,North,Clothing,Home Office
756,North,Clothing,Consumer
757,South,Sports,Home Office
758,East,Sports,Home Office
759,South,Beauty,Corporate
760,South,Home & Kitchen,Corporate
761,East,Electronics,Consumer
762,East,Electronics,Consumer
763,West,Clothing,Home Office
764,West,Home & Kitchen,Corporate
765,North,Beauty,Corporate
766,West,Electronics,Home Office
767,West,Home & Kitchen,Home Office
768,West,Clothing,Home Office
769,West,Electronics,Home Office
770,East,Beauty,Consumer
771,North,Home & Kitchen,Consumer
772,East,Clothing,Home Office
773,South,Beauty,Home Office
774,East,Home & Kitchen,Home Office
775,North,Beauty,Corporate
776,South,Clothing,Home Office
777,South,Electronics,Consumer
778,South,Sports,Consumer
779,East,Sports,Corporate
780,North,Beauty,Home Office
781,East,Home & Kitchen,Home Office
782,North,Home & Kitchen,Consumer
783,West,Home & Kitchen,Consumer
784,West,Home & Kitchen,Corporate
785,North,Electronics,Home Office
786,East,Sports,Consumer
787,East,Electronics,Home Office
788,North,Home & Kitchen,Corporate
789,East,Home & Kitchen,Corporate
790,North,Beauty,Corporate
791,East,Electronics,Home Office
792,North,Electronics,Consumer
793,East,Sports,Corporate
794,East,Electronics,Consumer
795,North,Beauty,Home Office
796,East,Electronics,Consumer
797,North,Beauty,Home Office
798,West,Sports,Corporate
799,North,Clothing,Home Office
800,East,Beauty,Home Office
801,West,Home & Kitchen,Consumer
802,North,Beauty,Consumer
803,South,Electronics,Consumer
804,West,Home & Kitchen,Corporate
805,East,Electronics,Consumer
806,North,Electronics,Corporate
807,East,Electronics,Corporate
808,East,Sports,Home Office
809,East,Sports,Home Office
810,South,Clothing,Consumer
811,West,Beauty,Consumer
812,North,Beauty,Corporate
813,West,Beauty,Corporate
814,West,Electronics,Corporate
815,East,Sports,Consumer
816,South,Home & Kitchen,Consumer
817,East,Home & Kitchen,Corporate
818,West,Electronics,Consumer
819,South,Beauty,Consumer
820,North,Sports,Consumer
821,East,Sports,Home Office
822,South,Home & Kitchen,Home Office
823,South,Clothing,Home Office
824,North,Clothing,Corporate
825,East,Beauty,Corporate
826,South,Home & Kitchen,Corporate
827,West,Home & Kitchen,Home Office
828,West,Beauty,Consumer
829,East,Electronics,Corporate
830,North,Beauty,Corporate
831,West,Clothing,Consumer
832,East,Beauty,Consumer
833,West,Clothing,Consumer
834,East,Electronics,Corporate
835,East,Beauty,Consumer
836,South,Sports,Consumer
837,West,Electronics,Consumer
838,North,Clothing,Corporate
839,East,Beauty,Consumer
840,East,Electronics,Home Office
841,West,Home & Kitchen,Consumer
842,West,Home & Kitchen,Consumer
843,North,Beauty,Home Office
844,North,Sports,Corporate
845,West,Home & Kitchen,Consumer
846,South,Home & Kitchen,Home Office
847,South,Electronics,Corporate
848,North,Clothing,Corporate
849,South,Home & Kitchen,Consumer
850,West,Home & Kitchen,Consumer
851,North,Electronics,Corporate
852,East,Home & Kitchen,Home Office
853,West,Sports,Home Office
854,East,Sports,Corporate
855,West,Sports,Home Office
856,West,Clothing,Corporate
857,South,Clothing,Home Office
858,North,Beauty,Consumer
859,North,Beauty,Corporate
860,South,Sports,Home Office
861,West,Sports,Corporate
862,South,Beauty,Corporate
863,West,Home & Kitchen,Corporate
864,East,Electronics,Corporate
865,South,Home & Kitchen,Consumer
866,South,Electronics,Home Office
867,West,Electronics,Consumer
868,South,Home & Kitchen,Corporate
869,West,Beauty,Consumer
870,East,Electronics,Home Office
871,South,Sports,Home Office
872,North,Sports,Corporate
873,East,Sports,Corporate
874,East,Sports,Consumer
875,North,Electronics,Consumer
876,East,Beauty,Corporate
877,South,Sports,Corporate
878,East,Clothing,Corporate
879,West,Clothing,Home Office
880,North,Clothing,Home Office
881,South,Beauty,Consumer
882,South,Beauty,Corporate
883,North,Sports,Corporate
884,North,Clothing,Home Office
885,North,Sports,Corporate
886,West,Sports,Corporate
887,West,Clothing,Corporate
888,West,Electronics,Home Office
889,North,Electronics,Home Office
890,West,Sports,Corporate
891,West,Clothing,Home Office
892,West,Electronics,Consumer
893,West,Clothing,Home Office
894,East,Home & Kitchen,Corporate
895,West,Home & Kitchen,Corporate
896,South,Clothing,Consumer
897,West,Home & Kitchen,Home Office
898,East,Beauty,Corporate
899,West,Electronics,Consumer
900,West,Home & Kitchen,Corporate
901,West,Clothing,Consumer
902,East,Electronics,Consumer
903,West,Sports,Corporate
904,West,Sports,Consumer
905,North,Beauty,Consumer
906,North,Home & Kitchen,Home Office
907,North,Sports,Consumer
908,North,Sports,Consumer
909,West,Clothing,Home Office
910,South,Clothing,Home Office
911,West,Electronics,Home Office
912,West,Clothing,Corporate
913,East,Sports,Corporate
914,North,Beauty,Corporate
915,North,Beauty,Home Office
916,South,Clothing,Home Office
917,West,Clothing,Home Office
918,North,Sports,Consumer
919,West,Sports,Home Office
920,West,Clothing,Consumer
921,North,Electronics,Home Office
922,West,Clothing,Corporate
923,East,Sports,Corporate
924,West,Home & Kitchen,Corporate
925,South,Beauty,Corporate
926,South,Clothing,Corporate
927,South,Electronics,Corporate
928,West,Home & Kitchen,Corporate
929,South,Clothing,Home Office
930,East,Electronics,Corporate
931,South,Electronics,Consumer
932,West,Beauty,Consumer
933,North,Beauty,Corporate
934,West,Beauty,Corporate
935,West,Beauty,Home Office
936,South,Beauty,Consumer
937,West,Electronics,Consumer
938,South,Sports,Corporate
939,South,Sports,Home Office
940,South,Electronics,Home Office
941,East,Home & Kitchen,Corporate
942,North,Home & Kitchen,Corporate
943,North,Sports,Corporate
944,North,Electronics,Consumer
945,South,Clothing,Home Office
946,East,Home & Kitchen,Corporate
947,East,Beauty,Consumer
948,North,Clothing,Home Office
949,North,Clothing,Home Office
950,South,Home & Kitchen,Consumer
951,East,Electronics,Home Office
952,South,Clothing,Consumer
953,North,Electronics,Home Office
954,East,Electronics,Consumer
955,East,Sports,Home Office
956,South,Beauty,Home Office
